"ROW_ID","ID","STATE_NAME","CNTY_NAME","NC_REGION","ACSTOTPOP","PEOPCOLORPCT","LOWINCPCT","UNEMPPCT","LINGISOPCT","LESSHSPCT","UNDER5PCT","OVER64PCT","LIFEEXPPCT","PM25","OZONE","DSLPM","CANCER","RESP","RSEI_AIR","PTRAF","PRE1960PCT","PNPL","PRMP","PTSDF","UST","AREALAND","AREAWATER"
853,"370339306002","North Carolina","Caswell County","Piedmont",1426,39.200561,4.9789621,0,0,11.4361702,0,18.6535764,19.2820513,7.688573151,59.27899,0.094157335,30,0.3,162.9382477,0.315988843,11.9850187,0.031592671,0.044252393,0.045464978,0.43644921,78912877,34171
854,"370339306003","North Carolina","Caswell County","Piedmont",1441,18.3900069,19.9719692,15.7763975,2.5974026,8.6046512,1.3185288,20.888272,19.2820513,7.688573151,59.27899,0.094157335,30,0.3,237.3131514,0.395622364,39.2554992,0.026121238,0.045461236,0.043074481,0.270183645,84485705,143744
855,"370339306004","North Carolina","Caswell County","Piedmont",1041,21.7098943,21.7098943,2.1691974,0,9.352518,0.7684918,18.1556196,19.2820513,7.688573151,59.27899,0.094157335,30,0.3,186.3073208,0.437977216,30.5660377,0.040711038,0.0489542,0.0524261,0.337323409,75650476,1863653
856,"370350101021","North Carolina","Catawba County","Piedmont",740,29.7297297,22.8142077,7.0945946,0,4.0772532,11.6216216,21.8918919,18.4615385,8.611702466,63.49403,0.208795948,30,0.5,2355.228359,109.9516793,21.2643678,0.046393221,1.094036419,0.187759064,7.415015838,1444727,0
857,"370350101022","North Carolina","Catawba County","Piedmont",1590,3.8993711,27.2327044,2.8025478,3.125,1.4667817,4.2767296,25.5974843,18.4615385,8.611702466,63.49403,0.208795948,30,0.5,2493.494001,122.5762516,8.5751979,0.04842464,0.95913989,0.222629352,4.985647018,7082371,9060
858,"370350101023","North Carolina","Catawba County","Piedmont",2107,37.8737542,15.8896289,1.6799293,0,13.2214765,6.407214,12.1025154,18.4615385,8.611702466,63.49403,0.208795948,30,0.5,7710.297999,53.76574914,19.5863747,0.062144091,0.255179029,0.468625697,3.324731669,15280167,122138
859,"370350102011","North Carolina","Catawba County","Piedmont",2169,11.4338405,35.1775012,5.9617548,0,22.146402,7.8377132,22.4988474,22.974359,8.430240822,62.23932,0.126623838,30,0.3,2055.545804,7.398492139,6.5801668,0.042505643,0.122835803,0.182880988,0.566993573,13282900,1465084
860,"370350102012","North Carolina","Catawba County","Piedmont",1451,48.7250172,50.1402525,3.8819876,0,14.3782383,13.4390076,11.4403859,22.974359,8.430240822,62.23932,0.126623838,30,0.3,1872.307466,5.997099675,9.6330275,0.047200876,0.121495184,0.15224175,0.255525748,9353162,5710
861,"370350102013","North Carolina","Catawba County","Piedmont",1281,3.2786885,29.1178767,7.2678331,0,3.1505251,7.1818891,9.9141296,22.974359,8.430240822,62.23932,0.126623838,30,0.3,2170.006707,14.045042,0,0.049778734,0.159133897,0.150189103,0.354947472,5404203,28115
862,"370350102031","North Carolina","Catawba County","Piedmont",1051,54.6146527,50.8087536,5.1428571,0,36.574746,4.567079,20.1712655,18.8717949,8.516347123,62.6433,0.184151773,30,0.4,2029.812255,14.51727262,0,0.042888745,0.157755773,0.12362141,0,5321759,42591
863,"370350102032","North Carolina","Catawba County","Piedmont",2097,17.8350024,41.0465675,15.0383142,1.867995,22.2463768,1.669051,24.1297091,18.8717949,8.516347123,62.6433,0.184151773,30,0.4,2288.363443,18.26444656,2.988792,0.044199013,0.52720091,0.147129487,0.653571167,14141411,91364
864,"370350102041","North Carolina","Catawba County","Piedmont",2283,22.0762155,40.8234779,0.6334125,0,10.3709311,8.6289969,5.0810337,18.8717949,8.516347123,62.6433,0.184151773,30,0.4,2434.438838,10.55743773,1.2539185,0.043153337,1.145298724,0.160382701,1.626830602,4266277,13491
865,"370350102042","North Carolina","Catawba County","Piedmont",1490,45.8389262,38.8294076,7.8561917,19.8675497,40.0888889,1.6778523,27.5167785,18.8717949,8.516347123,62.6433,0.184151773,30,0.4,2546.827191,165.6433944,13.9072848,0.043458558,1.560848569,0.175525124,8.79917904,5829783,584
866,"370350102043","North Carolina","Catawba County","Piedmont",1231,61.6571893,22.3308884,24.3781095,0,14.7395172,4.3866775,16.8155971,18.8717949,8.516347123,62.6433,0.184151773,30,0.4,2811.262013,25.02427191,10.0671141,0.040340254,1.377759983,0.208936616,3.030732518,9160097,32640
867,"370350103011","North Carolina","Catawba County","Piedmont",704,3.2670455,48.1534091,2.9850746,0,10.3186646,0,31.6761364,20.6153846,8.343174247,61.68656,0.126351935,30,0.3,3110.929713,3.262971844,25.3101737,0.036026773,0.258195648,0.136265683,0.263300329,4789843,555416
868,"370350103012","North Carolina","Catawba County","Piedmont",1686,48.2799526,45.5516014,6.2653563,6.1611374,32.0976492,8.8374852,9.7864769,20.6153846,8.343174247,61.68656,0.126351935,30,0.3,3425.967003,30.63165831,0,0.035769969,0.314374637,0.206155832,2.935613307,3985822,7740
869,"370350103013","North Carolina","Catawba County","Piedmont",2655,15.8945386,22.3728814,4.8493755,6.3492063,10.8353511,1.2806026,12.6177025,20.6153846,8.343174247,61.68656,0.126351935,30,0.3,2518.56546,8.644040156,3.8054968,0.038372716,0.180181976,0.135869568,0.181065235,8169912,605817
870,"370350103021","North Carolina","Catawba County","Piedmont",2713,6.2292665,11.7213417,6.5663475,0,0.7841087,3.5016587,10.8367121,19.8974359,8.288491781,61.33859,0.161158167,30,0.3,4569.341613,42.96263988,8.8717454,0.032624266,1.392539918,0.267586574,0.950494951,5483885,1012133
871,"370350103022","North Carolina","Catawba County","Piedmont",391,0,38.1074169,0,0,5.2830189,7.4168798,19.6930946,19.8974359,8.288491781,61.33859,0.161158167,30,0.3,4864.747239,64.10132183,6.9306931,0.034110771,0.49633061,0.327327953,0.647136041,1503829,0
872,"370350103023","North Carolina","Catawba County","Piedmont",1584,25.9469697,23.6742424,8.7719298,12.7988748,3.4155598,2.4621212,12.3106061,19.8974359,8.288491781,61.33859,0.161158167,30,0.3,8377.979559,77.95903551,4.8554913,0.0314437,0.668114437,0.63797346,5.674864886,2002498,10868
873,"370350103024","North Carolina","Catawba County","Piedmont",1534,38.6571056,37.2229465,9.4086022,5.4852321,19.1899711,9.5827901,21.3168188,19.8974359,8.288491781,61.33859,0.161158167,30,0.3,5595.776189,71.32684426,11.533052,0.033497727,0.457254234,0.776233109,0.291774006,2575104,5029
874,"370350103031","North Carolina","Catawba County","Piedmont",1434,14.9232915,38.5634589,7.2751323,0,12.6500462,5.5788006,26.3598326,18.5641026,8.421654247,62.0933,0.183859231,30,0.3,3849.05513,78.70524552,6.2091503,0.035236197,0.505155468,0.693913472,6.033605365,2526902,0
875,"370350103032","North Carolina","Catawba County","Piedmont",3317,27.7962014,47.6909146,7.8701156,3.262519,15.3436807,3.0750678,16.9128731,18.5641026,8.421654247,62.0933,0.183859231,30,0.3,2986.78369,33.28815694,25.9493671,0.037979719,0.713155537,0.451142769,3.373405324,6263458,2704
876,"370350103041","North Carolina","Catawba County","Piedmont",830,31.4457831,43.6144578,7.6775432,10.4738155,10.8527132,4.3373494,16.3855422,22.7692308,8.454994521,62.24134,0.24173291,30,0.4,3751.340175,94.99318982,1.9950125,0.036119808,0.686664969,1.05750805,3.168395467,1853891,4732
877,"370350103042","North Carolina","Catawba County","Piedmont",1245,61.0441767,50.1204819,0.4373178,0,12.0529801,7.2289157,8.9959839,22.7692308,8.454994521,62.24134,0.24173291,30,0.4,5042.737031,83.58810853,24.516129,0.034214309,0.470899563,2.442462914,6.428332975,2316568,1570
878,"370350103043","North Carolina","Catawba County","Piedmont",2146,40.2609506,56.022409,25.6689792,17.348378,28.685259,8.7604846,11.416589,22.7692308,8.454994521,62.24134,0.24173291,30,0.4,3243.716828,18.41577775,17.7807487,0.037520753,1.403980894,0.868311595,0.644732887,4963116,18535
879,"370350104021","North Carolina","Catawba County","Piedmont",2614,56.5416986,42.7731092,2.0931803,1.8700787,17.1067738,0.9563887,9.9464422,23.0769231,8.342799452,61.56507,0.230693365,40,0.4,17231.87693,106.0800552,27.700831,0.030922809,0.278534519,2.272471425,7.716179127,1896489,0
880,"370350104022","North Carolina","Catawba County","Piedmont",1539,31.2540611,41.2639405,8.6587436,3.3457249,9.5674967,0.7797271,19.7530864,23.0769231,8.342799452,61.56507,0.230693365,40,0.4,17767.86416,162.9783825,24.2792109,0.031031595,0.3481194,3.704521683,11.70497458,1265972,0
881,"370350104023","North Carolina","Catawba County","Piedmont",1223,36.3859362,47.3309609,4.1522491,0,11.8665019,5.478332,13.0008177,23.0769231,8.342799452,61.56507,0.230693365,40,0.4,7641.951768,87.59173119,51.8644068,0.03270515,0.401476781,3.772918638,8.238236639,1274636,0
882,"370350104031","North Carolina","Catawba County","Piedmont",2555,24.2270059,37.8378378,11.9161106,0,11.9076549,3.5616438,26.183953,23.3846154,8.339054795,61.60055,0.20686786,30,0.4,9872.98865,32.51510885,13.6986301,0.031603916,0.341055238,1.443931792,5.364296673,3207890,21283
883,"370350104032","North Carolina","Catawba County","Piedmont",2372,51.9814503,49.0525409,9.9468489,6.2904718,16.3719712,4.8060708,10.2023609,23.3846154,8.339054795,61.60055,0.20686786,30,0.4,5170.744172,50.9620219,5.760963,0.0337312,0.527816246,1.260294475,2.777690639,2725620,174
884,"370350104041","North Carolina","Catawba County","Piedmont",1213,4.8639736,23.8252267,2.6352288,0,4.4603033,1.8961253,24.0725474,23.3846154,8.339054795,61.60055,0.20686786,30,0.4,8965.902747,23.14431926,0,0.032040586,0.465376216,2.123218735,0.931742743,1281944,1873
885,"370350104042","North Carolina","Catawba County","Piedmont",1091,60.1283226,43.3547204,3.142329,0,7.2483221,7.5160403,16.04033,23.3846154,8.339054795,61.60055,0.20686786,30,0.4,7215.310427,66.95241751,26.5822785,0.032751546,0.486248464,2.466906265,2.025657052,1013303,93
886,"370350105011","North Carolina","Catawba County","Piedmont",2422,21.758877,19.6162047,3.4749035,0.6342495,3.7479631,3.6333609,25.3096614,22.1538462,8.289141562,61.36385,0.218163507,40,0.4,40144.83455,118.1758279,14.1035857,0.029616379,0.446868401,1.765223867,4.120707825,3925495,341553
887,"370350105012","North Carolina","Catawba County","Piedmont",1394,32.8550933,22.1664276,3.6986301,0,4.4624746,2.5824964,21.8794835,22.1538462,8.289141562,61.36385,0.218163507,40,0.4,35411.43121,287.207664,55.6634304,0.030035001,0.338207899,2.796720347,18.47878365,2411164,5043
888,"370350105021","North Carolina","Catawba County","Piedmont",2656,5.6099398,1.5060241,5.4730258,0,0.8978676,2.2590361,16.189759,15.2820513,8.228814877,61.00338,0.158976493,30,0.3,12390.38131,43.11025978,7.6677316,0.030406105,0.698325282,0.246342293,0.830131671,4219813,1407031
889,"370350105022","North Carolina","Catawba County","Piedmont",1423,22.9093465,25.4392129,6.7193676,0,5.2631579,9.4869993,22.417428,15.2820513,8.228814877,61.00338,0.158976493,30,0.3,24182.72985,61.58986767,12,0.029833048,0.545932189,0.971745558,5.071311879,2913190,209832
890,"370350106001","North Carolina","Catawba County","Piedmont",2486,15.1246983,24.6763754,4.2868277,0,7.8760491,2.9766693,16.1705551,20.5128205,8.268893616,61.20838,0.229598275,30,0.4,323528.1196,37.04598128,20.7581227,0.028442803,0.458988057,1.984024961,2.496113381,2817271,40511
891,"370350106002","North Carolina","Catawba County","Piedmont",753,1.3280212,37.3088685,0,0,4.2105263,10.3585657,27.2244356,20.5128205,8.268893616,61.20838,0.229598275,30,0.4,773674.8101,122.7185947,21.6393443,0.028520572,0.539135609,4.269156936,12.13119191,1971108,11201
892,"370350106003","North Carolina","Catawba County","Piedmont",1177,16.6525064,35.2888087,5.8119658,0,13.3616119,13.1690739,31.011045,20.5128205,8.268893616,61.20838,0.229598275,30,0.4,110193.4021,108.7856,42.4597365,0.02834541,0.540661905,2.925926998,11.26470176,3141500,3552
893,"370350106004","North Carolina","Catawba County","Piedmont",1891,63.9344262,43.3083512,12.7812781,0,18.6340015,5.4997356,21.4172396,20.5128205,8.268893616,61.20838,0.229598275,30,0.4,51432.81093,136.9751543,18.3316169,0.027639758,0.5768383,1.849251455,20.44607018,2195270,0
894,"370350107001","North Carolina","Catawba County","Piedmont",732,51.3661202,47.1311475,6.4,0,31.7124736,7.5136612,10.2459016,33.7435897,8.292971973,61.38956,0.223427429,30,0.4,42551.34618,129.727375,44.9640288,0.027657586,0.55735264,1.498253472,21.84202443,1141236,0
895,"370350107002","North Carolina","Catawba County","Piedmont",955,62.3036649,67.6344086,2.9574861,9.6018735,20,5.3403141,10.5759162,33.7435897,8.292971973,61.38956,0.223427429,30,0.4,44571.73648,246.9549044,56.9892473,0.028493698,0.548522675,2.049823193,14.63753399,1301367,0
896,"370350107003","North Carolina","Catawba County","Piedmont",723,49.9308437,61.8257261,4.2440318,8.8068182,13.4579439,11.7565699,13.0013831,33.7435897,8.292971973,61.38956,0.223427429,30,0.4,18644.09711,87.52275897,48.1481482,0.026625217,0.370358473,0.881428101,7.94574361,1313786,0
897,"370350109001","North Carolina","Catawba County","Piedmont",1543,71.7433571,68.5677252,35.0668648,2.124431,30,4.7310434,16.720674,25.6410256,8.382461644,61.96527,0.274749508,40,0.4,29334.47595,157.6432334,40.2048656,0.029956324,0.460892096,2.461092189,11.87756555,2080547,1437
898,"370350109002","North Carolina","Catawba County","Piedmont",1715,77.3177843,77.9918272,5.7003257,1.242236,9.7197898,4.4897959,23.2653061,25.6410256,8.382461644,61.96527,0.274749508,40,0.4,13380.81821,130.3882991,34.0206186,0.031172768,0.570109583,2.763031919,5.094889996,3142354,0
899,"370350110001","North Carolina","Catawba County","Piedmont",1499,49.9666444,50.3369272,12.0211361,4.8327138,23.7993597,6.0040027,9.8065377,31.6923077,8.462787397,62.32444,0.294702895,40,0.4,7040.834884,174.9637211,68.3501684,0.032796575,0.536076732,4.393783224,5.282566708,9936507,40250
900,"370350110002","North Carolina","Catawba County","Piedmont",1064,53.9473684,77.0526316,15.8567775,15.8854167,24.2326333,15.7894737,15.5075188,31.6923077,8.462787397,62.32444,0.294702895,40,0.4,3630.050005,144.3317943,22.0043573,0.036627098,1.466458656,1.162656493,3.041272404,6857566,23638
901,"370350111011","North Carolina","Catawba County","Piedmont",1645,46.3221885,22.0668693,8.0760095,11.8589744,12.4692371,2.5531915,19.9392097,21.6410256,8.31239263,61.55926,0.184012372,30,0.4,18641.09402,130.0839086,17.5038052,0.027569857,0.615400944,1.162188393,3.140626621,9331577,17517
902,"370350111012","North Carolina","Catawba County","Piedmont",1758,3.9249147,21.672355,9.3394077,3.9334342,10.4651163,2.9010239,21.2741752,21.6410256,8.31239263,61.55926,0.184012372,30,0.4,7316.031697,55.21502213,25.4569191,0.026901041,0.525060147,0.519402608,1.763881804,20101399,199504
903,"370350111021","North Carolina","Catawba County","Piedmont",1951,33.3162481,21.6356108,2.1436227,4.7138047,7.7315208,5.9969247,7.02204,21.2307692,8.450530685,62.3228,0.240346542,30,0.4,11511.74999,137.865469,23.3438486,0.030946883,0.830735895,2.178098262,1.174848889,7020504,129408
904,"370350111022","North Carolina","Catawba County","Piedmont",826,4.3583535,55.1515152,5.2117264,0,11.3029827,5.3268765,19.9757869,21.2307692,8.450530685,62.3228,0.240346542,30,0.4,7150.91684,91.43791971,26.6787659,0.031353319,0.896860528,0.765519993,0.727522909,10922868,159024
905,"370350111023","North Carolina","Catawba County","Piedmont",2133,51.00797,26.2072199,0,0,15.436696,5.4852321,13.4552274,21.2307692,8.450530685,62.3228,0.240346542,30,0.4,5961.249567,18.97322906,2.2140221,0.033835179,0.628515708,0.993584335,2.283806079,6681006,18196
906,"370350111024","North Carolina","Catawba County","Piedmont",3079,28.7755765,34.1138211,5.6722689,0,12.020202,12.5365378,10.1981163,21.2307692,8.450530685,62.3228,0.240346542,30,0.4,6676.961141,64.22111509,5.8671268,0.029364185,0.672975804,0.391639834,3.074691046,6265293,4597
907,"370350112001","North Carolina","Catawba County","Piedmont",2449,29.644753,24.4589628,2.1843003,5.7745188,6.2363239,3.3483054,17.2723561,22.0512821,8.642250959,63.6189,0.220172278,30,0.4,2675.407653,145.9210163,48.8105727,0.043104635,1.180980915,0.153291874,4.581678236,5756757,13981
908,"370350112002","North Carolina","Catawba County","Piedmont",1789,40.3018446,24.1196013,3.5573123,0,15.4704944,6.4281722,11.7942985,22.0512821,8.642250959,63.6189,0.220172278,30,0.4,2885.297077,98.11936039,34.039088,0.041744583,1.499121445,0.135856491,5.915575481,2769191,6878
909,"370350112003","North Carolina","Catawba County","Piedmont",889,39.1451069,29.4713161,10.9004739,0,6.1538462,15.9730034,6.1867267,22.0512821,8.642250959,63.6189,0.220172278,30,0.4,2804.838189,214.2780805,48.951049,0.042510203,2.034827031,0.122780397,11.17553654,863621,0
910,"370350112004","North Carolina","Catawba County","Piedmont",1119,0.6255585,13.9410188,13.4502924,0,4.8218029,0,30.9204647,22.0512821,8.642250959,63.6189,0.220172278,30,0.4,2773.179602,80.2558048,34.8837209,0.042153567,1.519449303,0.117275968,4.163938317,3597340,38029
911,"370350113001","North Carolina","Catawba County","Piedmont",2031,22.6489414,41.0039761,10.9010011,0,21.5120811,6.8931561,18.3161004,23.6923077,8.671493425,63.87471,0.195543059,30,0.5,2913.286154,67.27225491,31.3043478,0.047189605,1.167299696,0.201084002,3.457134908,7523843,1008
912,"370350113002","North Carolina","Catawba County","Piedmont",2451,15.748674,26.3157895,5.7090239,1.5384615,3.5650624,9.6695226,23.2150143,23.6923077,8.671493425,63.87471,0.195543059,30,0.5,3508.539642,22.48295639,5.7416268,0.052365892,0.77800235,0.248595512,0.70731552,11097276,47603
913,"370350113003","North Carolina","Catawba County","Piedmont",2303,46.2874512,52.887538,4.0540541,2.9378531,26.2853005,5.1237516,10.7685627,23.6923077,8.671493425,63.87471,0.195543059,30,0.5,2673.818716,37.93494635,19.978746,0.045324212,1.564613418,0.148625188,2.976317305,8661719,7553
914,"370350114011","North Carolina","Catawba County","Piedmont",1699,30.0176575,42.797866,2.3722628,0.1194743,25.3477589,2.3543261,14.5379635,22.3589744,8.676192877,64.22124,0.16243738,30,0.9,21548.30925,11.21264774,10.5882353,0.058973144,0.672616767,0.675810687,1.789721504,12015851,56935
915,"370350114012","North Carolina","Catawba County","Piedmont",1373,40.0582666,48.6861314,4.1457286,3.75,7.5688073,7.7931537,4.6613256,22.3589744,8.676192877,64.22124,0.16243738,30,0.9,5433.240161,5.046056431,40.7356948,0.072647388,0.201311983,0.436854831,0.484997329,11952099,124675
916,"370350114013","North Carolina","Catawba County","Piedmont",916,34.8253275,44.2139738,0,0,36.5517241,3.4934498,26.5283843,22.3589744,8.676192877,64.22124,0.16243738,30,0.9,3586.527879,4.429011969,19.7368421,0.076581061,0.181035737,0.266991857,0.983556252,9721813,77020
917,"370350114021","North Carolina","Catawba County","Piedmont",1566,14.49553,35.0574713,2.1491783,0,29.757085,5.3639847,12.1966794,22.8717949,8.755978356,64.91308,0.143385794,30,0.5,3013.63923,9.714307736,3.1932773,0.063803658,0.156866616,0.175315129,2.170944353,15977465,27684
918,"370350114022","North Carolina","Catawba County","Piedmont",1473,17.2437203,45.7099469,1.8480493,0,21.7700916,2.1724372,30.9572301,22.8717949,8.755978356,64.91308,0.143385794,30,0.5,3228.307008,20.32916408,6.3565891,0.055767527,0.28060599,0.202687396,0.846039915,8027486,22309
919,"370350114023","North Carolina","Catawba County","Piedmont",844,0.4739336,39.4549763,8.5714286,0,13.0044843,0,25.7109005,22.8717949,8.755978356,64.91308,0.143385794,30,0.5,2165.143174,6.692276219,28.8702929,0.07124091,0.114523983,0.155061464,2.304608792,19808603,159084
920,"370350115011","North Carolina","Catawba County","Piedmont",2386,4.1072925,20.3688181,4.7867711,0,8.6982603,4.0653814,20.4526404,22.3589744,8.831853973,65.70982,0.131333179,30,0.4,1531.104036,7.953972615,15.129812,0.084225498,0.087037323,0.236856883,0.909344809,47990573,345796
921,"370350115012","North Carolina","Catawba County","Piedmont",1495,7.2909699,16.3210702,6.9526627,0,9.9326599,6.4882943,28.6956522,22.3589744,8.831853973,65.70982,0.131333179,30,0.4,1575.790229,5.992490003,22.5921522,0.078747392,0.060640938,0.250129717,1.304253388,32264557,1036220
922,"370350115013","North Carolina","Catawba County","Piedmont",724,25.1381216,27.8711485,5.6603774,0,23.3564014,4.281768,17.8176796,22.3589744,8.831853973,65.70982,0.131333179,30,0.4,1432.931545,4.013072232,45.3367876,0.112978146,0.102261524,0.161153342,0.615465254,9528377,375173
923,"370350115031","North Carolina","Catawba County","Piedmont",2189,8.1772499,19.66759,0.7205765,1.7730496,20.0248756,1.9186843,15.0753769,21.1282051,8.907310685,66.18399,0.132954028,30,0.4,1171.573167,1.978037934,5.9443912,0.165717598,0.067596938,0.524087894,0.082599917,43243679,3013238
924,"370350115032","North Carolina","Catawba County","Piedmont",1583,1.7056222,4.4851548,0,0,0.6482982,2.7795325,20.7201516,21.1282051,8.907310685,66.18399,0.132954028,30,0.4,9164.05463,7.354271022,0.9150327,0.107009118,0.057096144,0.137656677,0.778688882,19558012,5977459
925,"370350115051","North Carolina","Catawba County","Piedmont",2106,4.2735043,22.7713178,5.1724138,0,11.627907,4.5584046,10.9211776,18.6666667,8.963073151,66.41705,0.146986636,30,0.4,2328.971266,28.72082446,8.5084034,0.071577739,0.052538184,0.164420256,1.524700084,14553210,1896200
926,"370350115052","North Carolina","Catawba County","Piedmont",1413,6.4401982,15.1450814,14.8802018,0,6.6942149,2.4769993,30.7855626,18.6666667,8.963073151,66.41705,0.146986636,30,0.4,7109.261341,20.85644828,1.2931034,0.068563775,0.059540309,0.129414194,1.162357635,7736209,7434921
927,"370350115061","North Carolina","Catawba County","Piedmont",1210,26.446281,22.5619835,0,0,17.7083333,23.1404959,10.8264463,18.6666667,8.963073151,66.41705,0.146986636,30,0.4,3038.710854,15.4972296,9.2250923,0.054656781,0.053597573,0.427801504,2.830989376,7316060,227189
928,"370350115062","North Carolina","Catawba County","Piedmont",2067,1.8867925,21.2890625,0,0,2.425016,3.8219642,30.6724722,18.6666667,8.963073151,66.41705,0.146986636,30,0.4,3477.70523,9.708430127,0,0.05801597,0.058644733,0.230250389,0.455768911,8315035,4502960
929,"370350116011","North Carolina","Catawba County","Piedmont",1455,16.7697595,26.8728522,6.1919505,5.6,22.5400458,0.7560137,12.6460481,22.3589744,8.729455616,64.73541,0.141448203,30,0.4,2013.697373,11.8198846,16.8405365,0.049878156,0.12624596,0.122330519,2.010525354,18426391,220949
930,"370350116012","North Carolina","Catawba County","Piedmont",1977,36.8234699,48.1031867,2.892562,7.7259475,15.4048716,4.1982802,14.4157815,22.3589744,8.729455616,64.73541,0.141448203,30,0.4,2359.285128,12.05691965,24.0524781,0.047182028,0.313076946,0.121487643,2.461486132,13276234,92856
931,"370350116013","North Carolina","Catawba County","Piedmont",1368,31.4327485,24.6987952,3.8314176,0,6.9175992,7.3830409,14.8391813,22.3589744,8.729455616,64.73541,0.141448203,30,0.4,2372.013548,23.17953375,41.7607224,0.042099676,0.643169624,0.128752695,0.658689109,11484602,36746
932,"370350116021","North Carolina","Catawba County","Piedmont",737,3.1207598,34.0569878,11.1420613,0,18.6206897,1.8995929,22.1166893,22.6666667,8.803850685,65.49487,0.137865565,30,0.4,1973.698044,54.38191511,45.5587393,0.038934404,0.165116449,0.249492173,3.459323097,3501371,16894
933,"370350116022","North Carolina","Catawba County","Piedmont",2271,21.0479965,37.0321444,4.0740741,4.5572917,17.7891655,9.2910612,15.7199472,22.6666667,8.803850685,65.49487,0.137865565,30,0.4,1761.449717,6.548241392,15.8612144,0.040700452,0.122098631,0.257380964,0.618993033,12895756,47653
934,"370350116023","North Carolina","Catawba County","Piedmont",849,1.2956419,24.8201439,0,0,24.8502994,0,23.2037691,22.6666667,8.803850685,65.49487,0.137865565,30,0.4,2047.546969,3.538037606,17.3913044,0.046888741,0.08937567,0.133150066,0.70965919,16706365,52708
935,"370350116024","North Carolina","Catawba County","Piedmont",829,3.0156815,35.7056695,0,0,4.0518639,2.6537998,10.3739445,22.6666667,8.803850685,65.49487,0.137865565,30,0.4,2213.877027,23.40847615,19.1616767,0.053042951,0.071295083,0.167789583,2.285425898,17828937,61039
936,"370350117011","North Carolina","Catawba County","Piedmont",1880,41.4893617,47.287234,0.9823183,5.9459459,16.2068966,2.3404255,16.3297872,20.4102564,8.586511781,63.14692,0.203967194,30,0.4,3818.024784,56.03010881,8.6185044,0.038002216,0.857564079,0.238239681,2.839668278,13879796,36186
937,"370350117012","North Carolina","Catawba County","Piedmont",1857,15.5088853,13.1394723,2.0618557,1.1444921,2.1423635,6.6774367,23.64028,20.4102564,8.586511781,63.14692,0.203967194,30,0.4,3907.688478,33.67085778,3.1473534,0.034853151,0.684428788,0.151261179,0.801242035,9866938,139742
938,"370350117013","North Carolina","Catawba County","Piedmont",1164,23.024055,17.0103093,3.3333333,0,6.3218391,13.8316151,33.2474227,20.4102564,8.586511781,63.14692,0.203967194,30,0.4,3182.789111,37.50189976,28.1496063,0.038324282,1.25249853,0.142714458,0.993226851,11493580,152014
939,"370350117021","North Carolina","Catawba County","Piedmont",1867,25.3347617,21.4783075,7.2375127,1.9252548,18.8416422,0,24.1564006,21.6410256,8.627368767,63.86929,0.151615045,30,0.4,2605.637333,9.376812715,15.0595883,0.037260618,1.76380207,0.114635241,1.21424596,12537592,104937
940,"370350117022","North Carolina","Catawba County","Piedmont",3091,15.2054351,31.9895116,1.992966,4.2708333,2.0408163,12.617276,12.8437399,21.6410256,8.627368767,63.86929,0.151615045,30,0.4,2445.284542,26.08233958,4.7916667,0.032383423,0.34568606,0.132656009,0.988142505,59261274,595698
941,"370350117023","North Carolina","Catawba County","Piedmont",901,7.7691454,19.9778024,9.8950525,0,15.5688623,4.2175361,18.3129856,21.6410256,8.627368767,63.86929,0.151615045,30,0.4,2257.872812,27.09714449,28.6937902,0.038916195,0.599348079,0.151638724,0.855079321,7439960,55595
942,"370350117024","North Carolina","Catawba County","Piedmont",569,25.8347979,20.913884,0.3533569,0,0.462963,0,24.9560633,21.6410256,8.627368767,63.86929,0.151615045,30,0.4,1919.926304,29.40014427,25,0.036255711,0.161958405,0.335993842,1.375666263,7038802,80407
943,"370350117025","North Carolina","Catawba County","Piedmont",1196,38.5451505,41.1371238,1.1283498,0,8.8560886,0,12.6254181,21.6410256,8.627368767,63.86929,0.151615045,30,0.4,1802.135713,43.4210864,16.7058824,0.037658911,0.142113928,0.352830284,2.751834694,3752056,30263
944,"370350118011","North Carolina","Catawba County","Piedmont",2211,1.1759385,38.4441429,5.9803922,0,14.1254125,1.6734509,15.8751696,19.3846154,8.311478849,61.80132,0.137673171,30,0.4,3258.668168,13.28047577,21.0892236,0.025230072,0.229415557,0.153049641,0.410708953,28006909,140427
945,"370350118012","North Carolina","Catawba County","Piedmont",1584,20.7070707,10.6691919,1.6718913,0,12.3233909,8.2070707,19.6338384,19.3846154,8.311478849,61.80132,0.137673171,30,0.4,4770.709138,18.11162175,14.0145985,0.029788973,0.529322395,0.216019449,0,11233155,115101
946,"370350118013","North Carolina","Catawba County","Piedmont",1943,9.2125579,12.9896907,0,0,6.7857143,0.8234689,18.2707154,19.3846154,8.311478849,61.80132,0.137673171,30,0.4,4784.554708,30.47133425,5.4388134,0.027311399,0.339772952,0.21111317,1.60712496,7016910,15575
947,"370350118021","North Carolina","Catawba County","Piedmont",1264,23.5759494,41.2418906,26.5593561,0,30.3691275,2.6107595,12.1835443,23.1794872,8.281200329,62.06864,0.109102337,30,0.3,1446.357709,0.768427328,6.9879518,0.023531542,0.098350191,0.069346714,0.252550789,40475315,159291
